edition_key,contributor_name,contributor_role,by_statement,translated_from,translation_of
OL3473596M,,,Georgette Heyer ; with a foreward by Cathy Maxwell.,,
OL16521663M,,,Georgette Heyer.,,
OL35720855M,,,"D.H. Lawrence ; [traducción, José Jiménez Blanco con la colaboración de Balbina Ruiz Campuzano]",,
OL23757830M,,,by David Herbert Lawrence. With an introduction by Richard Aldington.,,
OL25185869M,,,by Georgette Heyer,,
OL21647918M,,,(by) Georgette Heyer.,,
OL55394324M,Howard Rubin,Editor,,,
OL21821874M,,,Penny Jordan.,,
OL3107943M,,,by Anne Mather.,,
OL14977442M,,,by Robyn Donald.,,
OL21365022M,,,Robyn Donald.,,
OL22994721M,,,Nora Roberts ; [perevod s angliĭskogo I. Faĭnshteĭn].,,
OL24219080M,,,Nora Roberts.,,
OL355063M,,,Nora Roberts.,,
OL31914316M,,,by Margaret Rome,,
OL1089881M,,,Robyn Donald.,,
OL32203912M,,,,eng,
OL1612940M,,,by Penny Jordan.,,
OL24949344M,,,Anne Mather,,
OL14975865M,,,by Margaret Rome.,,
OL17264639M,,,Robyn Donald.,,
OL14981161M,,,Margaret Way.,,
OL22726885M,,,by Margaret Way.,,
OL20941040M,,,Nora Roberts.,,
OL40867853M,Jan Oliveira,Editor,,,
OL40630491M,Adam EVE,Illustrator,,,
OL43741795M,,,D.H. Lawrence ; with a foreword by the author ; and an introduction by Richard Aldington,,
OL26556437M,,,D. H. Lawrence ; with an introduction  by Richard Aldington,,
OL40517474M,Marco PEDULLA,Translator,,,
OL22596617M,,,D. H. Lawrence.,,
OL32885302M,Ravell,Editor,,,
OL26535933M,,,with a foreword by the author. --,,
OL3560220M,,,D.H. Lawrence.,,
OL22357934M,,,with an introduction by Richard Aldington.,,
OL555360M,,,D.H. Lawrence.,,
OL19527914M,,,by D. H. Lawrence.,,
OL553668M,,,"D.H. Lawrence ; edited by David Farmer, Lindeth Vasey, and John Worthen ; with an introduction and notes by Mark Kinkead-Weekes.",,
OL17499557M,,,D. H. Lawrence.,,
OL26336915M,,,"D.H. Lawrence ; edited by David Farmer, Lindeth Vasey and John Worthen ; introduction by Melvyn Bragg",,
OL32574521M,Susanne-Petra Räbel,Translator,,eng,Women in Love
OL13836839M,,,with an introduction by Richard Adlington ; original illustrations by SydneyHarpley.,,
OL23203559M,,,D. H. Lawrence ; with a new introduction by Thomas Beller.,,
OL17901892M,,,D.H. Lawrence ; introduction by Richard Hoggart ; lithographs by Charles Raymond.,,
OL684103M,,,D.H. Lawrence ; edited with an introduction and notes by David Bradshaw.,,
OL21509132M,,,D.H. Lawrence.,,
OL14021085M,,,by D.H. Lawrence.,,
OL22397761M,,,"D. H. Lawrence ; edited by David Farmer, Lindeth Vasey and John Worthen ; introduction by Melvyn Bragg.",,
OL20026955M,,,D.H. Lawrence ; edited by Linda Ruth Williams.,,
OL1755720M,,,D.H. Lawrence ; illustrated by Richard Miller.,,
OL6900800M,,,D.H. Lawrence.,,
OL14048584M,,,by D.H. Lawrence,,
OL33783M,,,D.H. Lawrence.,,
OL2476275M,,,D.H. Lawrence ; with an introduction by Richard Aldington ; original illustrations by Sydney Harpley.,,
OL18357989M,,,D.H. Lawrence ; with a foreword by the author and an introduction by Richard Aldington.,,
OL21037292M,,,"D.H. Lawrence ; edited by David Farmer, Lindeth Vasey and John Worthen ; introduction by Melvyn Bragg.",,
OL23125618M,,,"D.H. Lawrence ; edited by David Farmer, Lindeth Vasey and John Worthen ; with notes by Mark Kinkead-Weekes ; with an introduction by Amit Chaudhuri.",,
OL18361110M,,,D.H. Lawrence.,,
OL22978753M,,,D.H.Laolunsi zhu ; Dan Hanyuan yi.,,
OL22915529M,,,David Herbert Lawrence ; traducción de Antonio Escohotado.,,
OL25430688M,,,D.H. Lawrence,,
OL6896289M,,,Nora Roberts.,,
OL969996M,,,Nora Roberts.,,
OL24831511M,,,Nora Roberts,,
OL22818168M,,,D.H. Lawrence.,,
OL13770512M,,,introduction by Richard Hoggart ; lithographs by Charles Raymond.,,
OL21007580M,,,D. H. Lawrence.,,
OL6631595M,,,by D.H. Lawrence.,,
OL21578390M,,,by D. H. Lawrence ; with an introduction by Louis Menand.,,
OL22574043M,,,D. H. Lawrence.,,
OL22184880M,,,by D.H. Lawrence.,,
OL37627M,,,D.H. Lawrence.,,
OL18624369M,,,D.H. Lawrence ; edited with an introduction and notes by Charles L. Ross.,,
OL18908486M,,,With an introd. by Richard Aldington.,,
OL13535931M,,,With an introd. by Richard Aldington.,,
OL1567606M,,,D.H. Lawrence.,,
OL13709596M,,,traduccion de Antonio Eschotado.,,
OL22697059M,,,D.H. Lawrence.,,
OL24224321M,,,D.H. Lawrence.,,
OL15315463M,,,tłumaczyła Irena Szymańska.,,
OL20939421M,,,Nora Roberts.,,
OL24776154M,,,Nora Roberts,,
OL2549216M,,,"D.H. Lawrence ; edited by David Farmer, Lindeth Vasey, and John Worthen.",,
OL6359546M,,,by D. H. Lawrence; with a foreword by the author.,,
OL13545668M,,,D. H. Lawrence ; with a foreword by the author and an introduction by Richard Aldington.,,
OL17883990M,,,by D.H. Lawrence; with a foreword by the author,,
OL4448434M,,,D. H. Lawrence ; illustrated by Dennis Luzak.,,
OL6649223M,,,by D. H. Lawrence.,,
OL22680275M,,,D.H. Lawrence ; edited with an introduction and notes by David Bradshaw.,,
OL22169660M,,,D.H. Lawrence ; introduction and notes by Mary Ibbett.,,
OL22573673M,,,with a foreword by the author and an introduction by Richard Aldington.,,
OL23267608M,,,by D.H. Lawrence.,,
OL22204089M,,,With a foreword by the author and an introd. by Richard Aldington,,
OL14685508M,,,D.H. Lawrence ; traduzido do inglês por Cabral do Nascimento.,,
OL23021746M,,,D. H. Lawrence ; anuvada Vijaya Prakasa.,,
OL22754414M,,,D.H. Lawrence.,,
OL672166M,,,D.H. Lawrence ; edited by John Worthen and Lindeth Vasey.,,
OL23032897M,,,David Herbert Lawrence ; [Z anglického originálu přeložil a doslov napsal Martin Hilský].,,
OL22820783M,,,D. H. Lawrence.,,
OL27144513M,,,Nora Roberts ; [perevod s angliĭskogo M. Pavlovoĭ],,
OL24940398M,,,Lynne Graham,,
OL21246422M,,,Anne Mather.,,
OL21310692M,,,Sandra Field.,,
OL24210359M,,,Sandra Field,,
OL14976361M,,,by Margaret Way.,,
OL23954547M,,,Diana Palmer.,,
OL24490271M,,,Diana Palmer,,
OL22370866M,,,Betty Neels.,,
OL3690510M,,,Julia Quinn ... [et al.].,,
OL24752383M,,,by Robyn Donald,,
OL21224448M,,,by Betty Neels.,,
OL1823327M,,,by Betty Neels.,,
OL31889464M,,,Julia Quinn [and others],,
OL3284292M,,,Julia Quinn ... [et al.].,,
OL14980575M,,,by Jessica Steele.,,
OL14977571M,,,by Jessica Steele.,,
OL18423698M,,,by Lynne Graham.,,
OL14978419M,,,Sandra Field.,,
OL32079986M,,,E.L. James,,
OL29637815M,,,E.L. James ; traduit de l'anglais par Denyse Beaulieu,,
OL27145385M,,,E L Zhanmusi zhu ; Zhu Liya yi = Fifty shades freed / E L James,,
OL27167500M,,,E.L. James cho ; Ikeda Makiko yaku,,
OL25240706M,,,E L James.,,
OL26433546M,,,Lynne Graham,,
OL24484966M,,,Lynne Graham,,
OL17497068M,,,Johanna Lindsey.,,
OL23038956M,,,Johanna Lindsey.,,
OL2721505M,,,Johanna Lindsey.,,
OL17086828M,,,Johanna Lindsey.,,
OL25361999M,E.l james,Author,E. L. James ; traducción de María del Puerto Barruetabeña Diez,,
OL30663014M,,,EL James,,
OL21334641M,,,Johanna Lindsey.,,
OL32098897M,,,E.L. James,,
OL28241190M,,,by E.L. James,,
OL29637754M,,,E.L. James ; traduit de l'anglais par Denyse Beaulieu,,
OL26959003M,,,"produced by Dana Brunetti, Michael De Luca, E.L. James, Marcus Viscidi ; screenplay by Niall Leonard ; directed by James Foley",,
OL26958807M,,,"produced by Dana Brunetti, Michael De Luca, E.L. James, Marcus Viscidi ; screenplay by Niall Leonard ; directed by James Foley",,
OL25428350M,Mª del Puerto Barruetabeña Díaz,Translator,,,
OL37260740M,Steven Crossley,Narrator/Reader,,,
OL26629146M,,,Lynne Graham,,
OL24081246M,,,by Johanna Lindsey.,,
OL31881650M,,,Cora Reilly,,
OL26590004M,,,Diana Palmer,,
OL24416640M,,,Diana Palmer,,
OL24939431M,,,Diana Palmer. Passion flower / Diana Palmer,,
OL24518365M,,,Nora Roberts,,
OL27149939M,,,Nora Roberts,,
OL27118193M,,,Nora Roberts ; [perevod s angliĭskogo I. Faĭnshteĭn],,
OL18433501M,,,Sandra Brown.,,
OL3568608M,,,Sandra Brown.,,
OL32359708M,,,Sandra Brown,,
OL14976794M,,,by Essie Summers.,,
OL1552967M,,,Vanessa Gray.,,
OL23032386M,,,Nora Roberts ; [perevod s angliĭskogo I. Faĭnshteĭn].,,
OL32139137M,,,Nora Roberts ; traduit de l'américain par Véronique Fourneaux,,
OL32123766M,,,Nora Roberts ; tradução de Ana Beatriz Manso,,
OL24229081M,,,Sandra Brown.,,
OL14977513M,,,by Penny Jordan.,,
OL24553437M,,,by Diana Palmer,,
OL24218467M,,,Nora Roberts.,,
OL22138322M,,,Nora Roberts.,,
OL26378440M,,,[Betty Neels],,
OL18337689M,,,Betty Neels.,,
OL29217064M,,,by Lynne Graham,,
OL26500404M,,,Lynne Graham,,
OL18422297M,,,Robyn Donald.,,
OL17411507M,,,Robyn Donald.,,
OL24515351M,,,Penny Jordan,,
OL61105231M,Adriana Sales Zardini,Translator,,eng,Emma
OL61105231M,Adriana Sales Zardini,Notes by,,eng,Emma
OL14978777M,,,Betty Neels.,,
OL27852262M,,,by Lynne Graham,,
OL22315178M,,,Johanna Lindsey.,,
OL15061941M,,,Johanna Lindsey.,,
OL24371593M,,,Lilian Peake,,
OL1424956M,,,Johanna Lindsey.,,
OL21193917M,,,Johanna Lindsey.,,
OL61352545M,,,,,Emma
OL49776632M,Kevin Theis,Editor,,,
OL48373685M,Sheila Koerich,Translator,,,
OL32091410M,,,Nora Roberts ; traduit de l'américain par Sophie Dalle,eng,Sea Swept
OL27118192M,,,Nora Roberts ; [perevod s angliĭskogo I. Faĭnshteĭn],eng,Sea Swept
OL14978762M,,,Diana Hamilton.,,
OL28684910M,,,Michelle Reid,,
OL14977766M,,,by Claudia Jameson.,,
OL61071797M,,,,eng,Witch's Harvest
OL2704118M,,,by Penny Jordan.,,
OL14980903M,,,by Betty Neels.,,
OL3688652M,,,Sophie Kinsella.,,
OL31122680M,,,Nora Roberts,,
OL9134049M,,,,eng,Sea Swept
OL49838853M,,,,eng,Virgin River
OL38343842M,,,,eng,Marriage on the Rebound
OL23029191M,,,Sophie Kinsella.,,
OL24949811M,,,Robyn Carr,,
OL18523859M,,,by Michelle Reid.,,
OL16522069M,,,by Penny Jordan.,,
OL14976039M,,,by Betty Neels.,,
OL19616300M,,,Betty Neels.,,
OL22651594M,,,Sophie Kinsella.,,
OL16415808M,,,Sophie Kinsella.,,
OL23272063M,,,Sophie Kinsella.,,
OL41131696M,Jenny Sanchez,Editor,,,
OL39581877M,Wilma Baltus,Editor,,,
OL39587174M,Cerna Rubin,Editor,,,
OL39589099M,Natalie Montoto,Editor,,,
OL39589105M,Maxim Montoto,Editor,,,
OL39591748M,Alicar Regges,Editor,,,
OL39585772M,Andrea Gouveia,Editor,,,
OL39592917M,Malkiel Rubin,Translator,,,
OL39584088M,Murat Ukray,Editor,,,
OL39589110M,Rafael Sanchez Juarez,Editor,,,
OL39589182M,Guido Montelupo,Editor,,,
OL39591935M,Rubén Fresneda,Translator,,,
OL39592585M,Raul Bracho,Translator,,,
OL38489686M,Andres Marquez,Translator,,,
OL39600000M,Editorial Oneness,Editor,,,
OL39600418M,Madison Clark,Editor,,,
OL39594883M,Malkiel Rubin,Translator,,,
OL39599547M,Maxim Montoto,Editor,,,
OL39827055M,,,"Ao si ting, sun yi",,
OL43978072M,,,Aositing zhu ; Liu Zhongde yi,,
OL47117546M,Benjamin Briggent,Translator,,,
OL39600462M,Sheba Blake,Editor,,,
OL39611517M,Lirienne Barjavel,Translator,,,
OL39611914M,Owen Smit,Editor,,,
OL40788512M,Charles E. Brock,Illustrator,,,
OL40810204M,Pradip Das,Editor,,,
OL39603136M,Dainy d. Angeles,Editor,,,
OL39604101M,Henry Carter,Illustrator,,,
OL39601239M,Joni Njl,Illustrator,,,
OL39578705M,Alex Struik,Illustrator,,,
OL39601991M,Lily Mathew,Editor,,,
OL39578909M,Richard S. Hartmetz,Editor,,,
OL39605807M,Yasmira Cedeno,Editor,,,
OL39606286M,Alessia Rossi,Editor,,,
OL39606302M,Samuel Wood,Editor,,,
OL39608306M,David Widger,Prepared by,,,
OL39607907M,Taylor Anderson,Editor,,,
OL21834320M,,,by Betty Neels.,,
OL18577345M,,,Daphne Claire.,,
OL14976823M,,,by Margaret Pargeter.,,
OL24202108M,,,Margaret Pargeter.,,
OL20940951M,,,Judith McNaught.,,
OL3282681M,,,Daphne Clair.,,
OL14980397M,,,Sara Craven.,,
OL19311870M,,,Betty Neels.,,
OL21310545M,,,Sara Craven.,,
OL32079139M,,,by Penny Jordan,,
OL3284221M,,,[Betty Neels].,,
OL24215775M,,,Judith McNaught.,,
OL21595711M,,,Judith McNaught.,,
OL1425500M,,,Judith McNaught.,,
OL22981665M,,,Dzhudit Maknot ; [perevod s angliĭskogo E.S. Sherra].,,
OL24507713M,,,by Charlotte Louise Dolan,,
OL1433818M,,,Charlotte Louise Dolan.,,
OL24753009M,,,by Lynne Graham,,
OL2204858M,,,Betty Neels.,,
OL14977119M,,,by Betty Neels.,,
OL18351738M,,,by Betty Neels.,,
OL17206353M,,,by Anne Weale.,,
OL24939305M,,,Jessica Steele,,
OL14977398M,,,Lilian Peake.,,
OL18474137M,,,by Betty Neels.,,
OL2941359M,,,by Anne Weale.,,
OL16522094M,,,by Anne Weale.,,
OL24212092M,,,by Anne Weale,,
OL61098515M,,,,eng,A Vow Of Obligation
OL28800159M,,,by Lynne Graham,,
OL60522498M,ʼAnat Ṿikselbaʾum,Selected by,"G'ain An Ḳrents ; me-Anglit, ʻAnat Ṿiḳselbaʾum",,Legacy
OL24229078M,,,Jayne Ann Krentz.,,
OL24956810M,,,Jayne Ann Krentz,,
OL22391699M,,,by Anne Weale.,,
OL61105337M,Roberto Leal Ferreira,Translator,,eng,Northanger Abbey
OL61105337M,Roberto Leal Ferreira,Notes by,,eng,Northanger Abbey
OL3475143M,,,J.R. Ward.,,
OL17413319M,,,by Betty Neels.,,
OL27142099M,,,Jayne Ann Krentz,,
OL14977575M,,,by Robyn Donald.,,
OL17434943M,,,by Robyn Donald.,,
OL45014765M,,,by Jane Austen ; illustrated by Hugh Thomson ; with an introd. by Austin Dobson,,
OL44575217M,,,"by Jane Austen, author of ""Sense and sensibility,"" ""Mansfield Park,"" &c",,
OL43742755M,,,a novel by Jane Austen ; with a note by R. Brimley Johnson,,
OL44729341M,,,"by the author of ""Pride and prejudice"", &c. &c. [i.e. Jane Austen]",,
OL27717543M,,,"Ao si ting, wan hua",,
OL28416724M,,,"Ao si ting, sun zhi li",,
OL35678780M,Adriana Sales Zardini,Translator,,eng,Emma
OL39602950M,Andronum,Cover Art,,,
OL38212629M,,,Jane Austen,,
OL37812648M,,,Jane Austen ; traducción de Ana Ma. Rodríguez,,
OL37816351M,,,Jane Austen,,
OL37801571M,,,"Jane Austen ; traducción, Sergio Pitol ; ilustraciones, Hugh Thomson",,
OL33344588M,Michael Page,Narrator,,,
OL33344588M,Michael Page,Narrator/Reader,,,
OL40856426M,Charles E. Brock,Illustrator,,,
OL40685633M,Monty,Illustrator,,,
OL32705513M,Ravell,Editor,,,
OL35008568M,J. J. Bernier,Translator,,,
OL28370114M,,,Jane Austen,,
OL30481486M,,,Jane Austen,,
OL30665264M,,,by Jane Austen,,
OL31890043M,,,Jane Austen,,
OL31977071M,Michael Page,Narrator,,,
OL31977071M,Michael Page,Narrator/Reader,,,
OL31118493M,,,Jane Austen,,
OL31164925M,,,Jane Austen,,
OL32096363M,,,Jane Austen,,
OL32379054M,,,Jane Austen ; traduit de l'anglais par P. et E. de Saint-Segond ; postface de Ginevra Bompiani ; note biographique de Jacques Roubaud,,
OL24501684M,,,Jane Austen ; with an afterword by Graham Hough,,
OL24237924M,,,"by the author of ""Pride and prejudice"".",,
OL31020081M,,,by Jane Austen,,
OL24552106M,,,Jane Austen ; supplementary material written by Alyssa Harad,,
OL26333047M,,,Jane Austen,,
OL24906674M,,,Jane Austen,,
OL27054107M,,,Aosiding zhu ; Zhang Jinghao yi,,
OL24812290M,,,"by Jane Austen ; with an introd., notes, biographical sketch and a selection of background materials and commentaries by Robert Donald Specter",,
OL27108166M,,,Jane Austen,,
OL22971741M,,,Zhen Aositing zhu ; Zhang Jinghao yi.,,
OL24657617M,,,edited by R. Brimley Johnson ; with an introd. by William Lyon Phelps ; with colored illustrations by C.E. and H.M. Brock,,
OL25314163M,,,"Jane Austen ; annotated and edited, with an introduction, by David M. Shapard",,
OL24508368M,,,"by Jane Austen ; with an introd., notes, biographical sketch and a selection of background materials and commentaries by Robert Donald Specter",,
OL27035921M,,,Jane Austen ; [edited by Philip M. Parker],,
OL22944031M,,,yüan zhu Zhen Aositing ; fan yi Guan Chaofeng.,,
OL22943388M,,,Zhen Aositing zhu ; Zhang Jinghao yi.,,
OL6969023M,,,"By the author of ""Pride and prejudice"", etc.",,
OL27215656M,,,Dzheĭn Ostеn ; perevod s angliĭskogo M. Kan,,
OL23018300M,,,Dzheĭn Osten ; [per. s angl. M. Kan].,,
OL24736987M,,,Jane Austen ; supplementary material written by Alyssa Harad,,
OL9871573M,Juliet Stevenson,Narrator,Jane Austen ; abridged by Heather Godwin ; read by Juliet Stevenson ; produced by Nicolas Soames,,
OL9871573M,Heather Godwin,Adaptation,Jane Austen ; abridged by Heather Godwin ; read by Juliet Stevenson ; produced by Nicolas Soames,,
OL9871573M,Nicolas Soames,Producer,Jane Austen ; abridged by Heather Godwin ; read by Juliet Stevenson ; produced by Nicolas Soames,,
OL26340916M,,,Jane Austen,,
OL27035917M,,,by Jane Austen,,
OL21464794M,,,"with illustrations of the author and her environment and pictures from early editions of the book, together with an introduction by Frederic E. Faverty.",,
OL16799493M,,,by Jane Austen.,,
OL17722181M,,,Jane Austen.,,
OL22602987M,,,by Jane Austen.,,
OL13762732M,,,with an introduction by Austin Dobson ; illustrated by Hugh Thomson.,,
OL22290336M,,,edited by R. Brimley Johnson ; illustrated by C.E. and H.M. Brock.,,
OL17638200M,,,by Jane Austen.,,
OL1925622M,,,by Jane Austen ; with twenty-four coloured illustrations by C.E. Brock.,,
OL14177517M,,,by Jane Austen : twelve colored illustrations by C. E. and,,
OL22014261M,,,by Jane Austen ; illustrated by Philip Gough.,,
OL13649229M,,,prepared by H. Oldfield Box.,,
OL17728299M,,,Jane Austen; with an introduction by Lionel Trilling.,,
OL17722232M,,,With a pref. by Stella Gibbons and illus. by Fritz Kredel.,,
OL5935255M,,,With a pref. by Stella Gibbons and illus. by Fritz Kredel.,,
OL5858911M,,,With a new introd. by Louis Kronenberger.,,
OL6018052M,,,edited with an introduction by Ronald Blythe.,,
OL21354279M,,,Jane Austen.,,
OL13956818M,,,edited by Mary Lascelles ; new introduction by Peter Conrad.,,
OL4413569M,,,Jane Austen ; edited by James Kinsley with an introduction by  David Lodge.,,
OL22066090M,,,by Jane Austen.,,
OL2473664M,,,Jane Austen ; edited by Paul Cheetham.,,
OL27035922M,,,Jane Austen ; [edited by Philip M. Parker],,
OL26334153M,,,by Jane Austen ; with an afterword by Graham Hough,,
OL22470099M,,,with illustrations by Charles E. Brock.,,
OL3957028M,,,Jane Austen ; edited by Alistair M. Duckworth.,,
OL3394979M,,,edited by Richard Cronin and Dorothy McMillan.,,
OL6965462M,,,by Jane Austen.,,
OL13560718M,,,by Jane Austen ; illustrated by Hugh Thomson ; with an introduction by Austin Dobson.,,
OL6592481M,,,"by Jane Austen; illustrated by Hugh Thomson, with an introduction by Austin Dobson.",,
OL17781808M,,,by Jane Austen.,,
OL17729764M,,,by Jane Austen.,,
OL6347234M,,,[by] Jane Austen.,,
OL22601535M,,,Jane Austen.,,
OL17639896M,,,With an introd. by Austin Dobson. Illus. by Hugh Thomson.,,
OL22410606M,,,illustrated by Charles E. Brock.,,
OL22393843M,,,with an introd. by Lionel Trilling.,,
OL5824627M,,,"With illus. of the author and her environment and pictures from early editions of the book, together with an introd. by Frederic E. Faverty.",,
OL17777353M,,,with an introd. by E.V. Lucas.,,
OL13707198M,,,with a preface by Stella Gibbons and illustrations by Fritz Kredel.,,
OL4381914M,,,edited with an introduction by David Lodge; textual notes and bibliography by James Kinsley.,,
OL17728718M,,,Jane Austen; with an afterword by Graham Hough.,,
OL21985386M,,,Jane Austen ; [illustrated by Maximilien Vox].,,
OL22109661M,,,Jane Austen ; with an introduction by Lionel Trilling.,,
OL20930695M,,,Jane Austen.,,
OL13563979M,,,"by the author of ""Pride and prejudice"", etc.",,
OL18688750M,,,by Jane Austen....,,
OL13641121M,,,with an introduction by Joseph Jacobs and illustrations by Chris Hammond.,,
OL19739907M,,,by Jane Austen ; with an introduction by Austin Dobson.,,
OL19740419M,,,Jane Austen ; introduction by R. Brimley Johnson.,,
OL13900681M,,,by Jane Austen.,,
OL6337482M,,,by Jane Austen.,,
OL6227159M,,,With an introd. by Lionel Trilling.,,
OL17721598M,,,Jane Austen ; introduction by R. Brimley Johnson.,,
OL17777869M,,,by Jane Austen ; with an afterword by Graham Hough.,,
OL13905926M,,,with a preface by Stella Gibbons ; and illustrations by Fritz Kredel.,,
OL13797428M,,,with an introduction by E.V. Lucas.,,
OL22574499M,,,by Jane Austen ; introduction and notes by Arthur Calder-Marshall.,,
OL22066058M,,,by Jane Austen.,,
OL22066074M,,,by Jane Austen.,,
OL22582355M,,,Jane Austen.,,
OL1447233M,,,Jane Austen ; illustrations by C.E. Brock and Joan Hassall ; afterword by Carroll Moulton.,,
OL117966M,,,Jane Austen ; with an introduction by Penelope Fitzgerald.,,
OL3706463M,,,Jane Austen ; edited by James Kinsley ; with an introduction and notes by Adela Pinch.,,
OL1567465M,,,Jane Austen ; with an introduction by Marilyn Butler.,,
OL48004M,,,Jane Austen ; edited by Stephen M. Parrish.,,
OL3702620M,,,Jane Austen ; edited with an introduction and notes by Fiona Stafford.,,
OL5982608M,,,Edited by Stephen M. Parrish.,,
OL2227936M,,,Jane Austin ; edited by James Kinsley ; with an introduction by David Lodge.,,
OL888924M,,,Jane Austen.,,
OL982359M,,,Jane Austen.,,
OL488447M,,,Jane Austen ; edited by James Kinsley ; with an introduction and notes by Terry Castle.,,
OL23164878M,,,by Jane Austen.,,
OL22594050M,,,Jane Austen.,,
OL1119117M,,,Jane Austen ; edited by James Kinsley ; with an introduction by Terry Castle.,,
OL387896M,,,Jane Austen.,,
OL24354728M,Carolien Polderman-de Vries,Translator,Jane Austen ; vert.: Carolien Polderman-de Vries ; [naw. van Jenny Leach-Reitsma,eng,Emma
OL24354728M,Jenny Leach-Reitsma,Afterword,Jane Austen ; vert.: Carolien Polderman-de Vries ; [naw. van Jenny Leach-Reitsma,eng,Emma
OL1587632M,,,Jane Austen ; with a new introduction by Margaret Drabble.,,
