author_key,author_name,bio,birth_date,death_date,birth_year,death_year
OL2674486A,Natasha Oakley,"I was born in an 'old' English county called Middlesex. You won't find it on any modern map - it's been swallowed up by Greater London and at the swish of a bureaucratic pen it disappeared. Nevertheless, I had a perfectly happy childhood there with two parents who love me and a younger brother I still like! Painfully shy, books were my passion and my first career ambition was to be an author -- mainly, I think, because I didn't fancy leaving home. 

Everyone seems to have one teacher who's inspired them more than any other. I met mine when I was thirteen and his name was Frank Richards, our drama teacher. He introduced me to theatre and at fourteen I walked on stage for the first time in a play he'd written. It was the beginning of a new passion. 

After a three-year classical theatre training at the Webber Douglas Academy of Dramatic Art in London, I started my career in professional theatre under my Equity name of Jessica Dean.

In 1991 I married my husband and we decided to start our family. I must have harboured some kind of daft idea that I would have a baby, put it in a papoose and carry on pretty much as before. Not surprisingly it didn't quite work out that way. I hadn't realised quite how powerful mother-love is. I had five children in six years, working only very briefly during this time. 

I'm blessed with an easy, happy marriage and five great children, but when illness touched our lives I started to reassess my future. It was the start of my writing career. My second submission to Mills & Boon was accepted in December 2003. 

I now live in Bedfordshire with my husband and my children. I love antique fairs, collect kitchenalia, paint in watercolour, and am a signer for the deaf (BSL). My house is in a constant state of disarray but I make great cakes, write books and no one seems to mind.",,,,
OL389706A,Mary Cummins,,1952,,1952,
OL756213A,Christine Sparks,"Christine Sparks was born in England. She wanted to be a writer all her life, and began by working on a British women's magazine. As a features writer, she gained a wide variety of experience. She interviewed some of the world's most attractive and interesting men, including Warren Beatty, Richard Chamberlain, Charlton Heston, Sir Roger Moore, Sir Alec Guiness.

Single life was so enjoyable that Christine put marriage, and even romance, on the back burner, while she went about the world having a great time. Then, while on vacation in Venice, she met Mr. Fiorotto, a tall, dark handsome Venetian artist, who changed all her ideas in a moment, and proposed on the second day. Three months later they were married. Her friends said a whirlwind romance would never last, but they celebrated their 25 anniversary, they are still married, still happy and in love.

After 13 years on the magazine Christine decided that it was now or never if she was ever going to write that novel. So she wrote ""Legacy of Fire"" which became a Silhouette Special Edition, followed by another, ""Enchantment in Venice"", published in 1984 as Lucy Gordon. Then she did something crazy gave up her job. Since then she has concentrated entirely on writing romances for Mills & Boon, Harlequin and Silhouette and has written over 75 books. Her settings have been European and her heroes mainly English or Italian. Christine now claims to be an expert on one particular subject. Italian men are the most romantic in the world. They are also the best cooks.

A few years ago Christine and her husband returned to Venice and lived there for a couple of years. This proved the perfect base for exploring the rest of Italy, and she has given many of her books Italian settings: Venice (of course), Rome, Florence, Milan, Sicily, Tuscany. She has also used the Rhine in Germany for ""Song of the Lorelei"", for which she won her first RITA Award, in 1991. Her second RITA came in 1998, with ""His Brother's Child"", set in Rome.

Eventually Christine and her husband returned to England, where they now live. She write and he paints, they have no children, but have a cat and a dog.",,...,,
OL7545958A,Nicole Blanchard,"Nicole Blanchard is the New York Times and USA Today bestselling author of the TikTok-viral dark romance Toxic, a wildly addictive bestseller that has sold over 90,000 copies worldwide. Known for her morally gray antiheroes, off-the-charts heat, and jaw-dropping twists, Nicole’s stories drag readers deep into love’s darkest corners—where no one escapes unscarred.

When she’s not crafting twisted love stories that break your heart and then heal it, you can find her soaking up beach sun with a glass of sweet tea, getting inked, or running a farm full of lovable misfit animals.",,,,
OL92943A,Emily Hendrickson,,,,,
OL872204A,Margaret Pargeter,,,,,
OL792856A,Jacqueline Baird,"Jacqueline Baird was born and raised in Northumbria, UK. She went to the local village school, and later an all-girls' grammar school where she passed the University of Oxford General Certificate of Education in various subjects. On leaving school she joined the civil service in the then Post Office department.

She met her husband Jim, when she was only eighteen. Eight years later, after working as a hotel receptionist in a five-star hotel in Scotland and traveling abroad for a few years, she came home and married him. They still live in Northumbria and have two grown sons.

Her number one love is writing. She has always been an avid reader, and she had her first success as a writer at the age of eleven, when she won the first prize in the Nature Diary of the Year competition at school. But she always felt a little guilty because her diary was more fiction than fact. Apart from a spell as a hopeful painter in oils, when she actually did have a painting accepted for the Federation of Northern Artists' annual exhibition her real passion was for romance novels. When her sons went to school all day she thought she would try writing one. Jacqueline Baird's been writing for Mills & Boon since 1988, and she still gets a thrill every time a new book is published.

When Jacqueline is not busy writing she likes to spend her time traveling, reading and playing cards. She was a keen sailor until a knee injury ended her sailing days, but she still enjoys swimming in the sea. She visits a gym twice a week now and has made the surprising discovery that she gets some good ideas while doing the mind-numbingly boring exercises on the cycling and weight machines.",,,,
OL23038A,John Fowles,"John Robert Fowles was an English novelist of international renown, critically positioned between modernism and postmodernism. His work was influenced by Jean-Paul Sartre and Albert Camus, among others.",1926,2005,1926,2005
OL556000A,Kathryn Ross,,1966,,1966,
OL7900046A,Asha Hossain,"With more than 25 years in design and marketing, Asha infuses a vast array of knowledge and experience in her design work, which includes book cover design and corporate branding and design. Since launching Asha Hossain Design 20 years ago, she has worked with clients ranging from New York Times bestselling authors and self-published authors to Fortune 500 companies, small independent businesses, and nonprofits. She thanks her stars every day that she has the opportunity to immerse herself in and with such fun and engaging work and people. Beyond design, Asha is an avid traveler, lover of the outdoors, and busy mom to a seven-year-old.",,,,
